Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed
13849,Ngegu Dispensary,Ngegu Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Homa Bay,Rangwe,Rangwe,Kochia,Operational,No,No,No,No,,Yes,Yes,No
13836,Mwongori Dispensary,Mwongori Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,Nyamira,Borabu,Borabu,Mekenene,Operational,No,No,No,No,,Yes,Yes,No
10434,Kairuthi Dispensary,Kairuthi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nyeri,Nyeri South,Nyeri South,Iria-ini,Operational,No,No,No,No,,Yes,Yes,No
11067,St Philips (ACK) Dispensary Ndiriti,St Philips (ACK) Dispensary Ndiriti,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Kirinyaga,Ndia,Kirinyaga West,Kariti,Operational,No,No,No,No,,Yes,Yes,No
11390,Ghazi Dispensary,Ghazi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Voi,Voi,Ngolia,Operational,No,No,No,No,,Yes,Yes,No
13189,SOS Dispensary,SOS Dispensary,None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Kenya MPDB,0,0,Nairobi,Embakasi West,Embakasi West,Kariobangi South,Operational,No,No,No,No,,Yes,Yes,No
11710,New Road Medical Care,New Road Medical care,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Mombasa,Changamwe,Changamwe,Chaani,Operational,No,No,No,No,,Yes,Yes,No
10183,Family Smiles Dental Clinic,Family Smiles Dental Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No
14959,Kobujoi Forest,Kobujoi Forest,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Nandi,Aldai,Aldai,Kobujoi,Operational,No,No,No,No,,Yes,Yes,No
13967,Ogongo Sub-County Hospital,Ogongo Sub-County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,7,0,Homa Bay,Mbita,Mbita,Lambwe,Operational,Yes,No,Yes,No,,Yes,Yes,No
10182,Family Planning Association of Kenya Clinic (Nyeri,Family Planning Association Of Kenya Clinic (Nyeri),None,Level 2,Medical Clinic,MEDICAL CLINIC,Non-Governmental Organizations,Non-Governmental Organizations,Other,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No
11594,Mbwajumwali Dispensary,Mbwajumwali Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Lamu,Lamu East,Lamu East,Faza,Operational,No,No,No,No,,Yes,Yes,No
10179,Family Dental Clinic,Family Dental Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Kerugoya,Operational,No,No,No,No,,Yes,Yes,No
12999,Kaloleni Health Servics,Kaloleni Health Services,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),5,0,Nairobi,Makadara,Makadara,Makongeni,Operational,Yes,No,Yes,No,,Yes,Yes,No
12337,Kirogine Dispensary,Kirogine Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Meru,South Imenti,Imenti South,Nkuene,Operational,No,No,No,No,,Yes,Yes,No
11313,Dr Awimbo E Clinic,Dr Awimbo E Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Mombasa,Mvita,Mvita,Shimanzi/Ganjoni,Operational,No,No,No,No,,Yes,Yes,No
13567,Getembe Hospital,Getembe Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,73,5,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,No,No,No,No,,Yes,Yes,No
15712,Tebei Dispensary,Tebei Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Baringo,Baringo South,Marigat,Marigat,Operational,No,No,No,No,,Yes,Yes,No
11242,Bangali Dispensary,Bangali Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,Tana River,Bura,Bura,Bangale,Operational,No,No,No,No,,Yes,Yes,No
11284,Chewele Dispensary,Chewele Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,1,0,Tana River,Bura,Bura,Chewele,Operational,No,No,No,No,,Yes,Yes,No
12522,Micii Mikuru Clinic,Micii Mikuru Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Company,Private Practice,Kenya MPDB,0,0,Meru,Tigania East,Tigania East,Kinguchwa,Operational,No,No,No,No,,Yes,Yes,No
11968,Cheera Health Center,Cheera Health Center,None,Level 3,Basic Health Centre,HEALTH CENTRE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,16,0,Tharaka Nithi,Chuka/Igambang'ombe,Chuka,Mugwe,Operational,Yes,No,Yes,No,,Yes,Yes,No
11678,Muyeye Medical Clinic,Muyeye Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Kilifi,Malindi,Malindi,Shella,Operational,No,No,No,No,,Yes,Yes,No
11207,Al-Agsa Medical Clinic,Al-Agsa Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Mombasa,Mvita,Mvita,Majengo,Operational,No,No,No,No,,Yes,Yes,No
12813,Tunyai Health centre,Tunyai Health centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,15,0,Tharaka Nithi,Tharaka,Tharaka South,Chiakagira,Operational,No,No,No,No,,Yes,Yes,No
13482,Anyuongi Dispensary,Anyuongi Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Siaya,Bondo,Bondo,South Sakwa,Operational,No,No,No,No,,Yes,Yes,No
10265,Githirioni Dispensary,Githirioni Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kiambu,Lari,Lari,Lari/Kirenga,Operational,No,No,No,No,,Yes,Yes,No
14130,Suba Sub-Couty Hospital,Suba Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,46,3,Homa Bay,Suba,Suba South,Kaksingiri West,Operational,Yes,No,Yes,No,,Yes,Yes,No
10010,Afya Medical Clinic (Muranga North),Afya Medical Clinic (Muranga North),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Muranga,Kangema,Kangema,Rwathia,Operational,No,No,No,No,,Yes,Yes,No
10284,Gitwe Medical Clinic,Gitwe Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Gatundu South,Gatundu South,Ndarugu,Operational,No,No,No,No,,Yes,Yes,No
10172,Enkasiti Roses Farm Clinic,Enkasiti Roses Farm Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Ngoliba,Operational,No,No,No,No,,Yes,Yes,No
13638,Kabondo Sub-County  Hospital,Kabondo Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,3,Homa Bay,Kabondo Kasipul,Kabondo Kasipul,Kabondo West,Operational,Yes,No,Yes,No,,Yes,Yes,No
10254,Gikoe Medical Clinic,Gikoe Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Muranga,Kangema,Kangema,Muguru,Operational,No,No,No,No,,Yes,Yes,No
11952,Bori Dispensary,Bori Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Marsabit,Moyale,Moyale,Butiye,Operational,No,No,No,No,,Yes,Yes,No
13101,Mukuru Mmm Clinic,Mukuru MMM Clinic,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Embakasi South,Embakasi South,Kwa Njenga,Operational,No,No,No,No,,Yes,Yes,No
10178,Family Care Medical Clinic,Family Care Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Kiambu,Ruiru,Ruiru,Gatongora,Operational,No,No,Yes,No,,Yes,Yes,No
10034,Antony Njogu Clinic,Antony Njogu Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No
10655,Lari Hospital,Lari Level 4 Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,5,0,Kiambu,Lari,Lari,Lari/Kirenga,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
12984,Jamaa Mission Hospital,Jamaa Mission Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,63,8,Nairobi,Makadara,Makadara,Harambee,Operational,Yes,No,Yes,No,,Yes,Yes,No
10768,Mung'ang'a (ACK) Dispensary,Mung'ang'a (ACK) Dispensary,005921,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Kirinyaga,Mwea,Kirinyaga North/Mwea West,Wamumu,Operational,No,No,No,No,,Yes,Yes,No
10115,Dr U N Kanani Dental Clinic,Dr U N Kanani Dental Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No
10495,Karima Catholic Dispensary,Karima Catholic Dispensary,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nyeri,Nyeri South,Nyeri South,Karima,Operational,No,No,No,No,,Yes,Yes,No
12833,Utugi Medical Clinic,Utugi Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Embu,Mbeere South,Mbeere South,Mbeti South,Operational,No,No,No,No,,Yes,Yes,No
12350,Kithatu Medical Clinic,Kithatu Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Meru,South Imenti,Imenti South,Abogeta East,Operational,No,No,No,No,,Yes,Yes,No
15330,Neema Medical Clinic (Nakuru North),Neema Medical Clinic (Nakuru North),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nakuru,Bahati,Nakuru North,Dundori,Operational,No,No,No,No,,Yes,Yes,No
10752,Muhoya Medical Clinic,Muhoya Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyandarua,Kipipiri,Kipipiri,Wanjohi,Operational,No,No,No,No,,Yes,Yes,No
10055,Bellevue Health Centre,Bellevue Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,6,0,Nyeri,Kieni,Kieni West,Mugunda,Operational,Yes,No,No,No,,Yes,Yes,No
16614,Hantadu Medical Clinic,Mutidwa Chemist,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Kenya MPDB,4,0,Mandera,Mandera East,Mandera East,Neboi,Operational,Yes,No,No,No,,Yes,Yes,No
11695,Mwatate Sub-District Hospital,Mwatate Sub-County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17,2,Taita Taveta,Mwatate,Mwatate,Chawia,Operational,Yes,No,Yes,No,,Yes,Yes,No
10037,Arcade Medical Clinic,Arcade Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nyeri,Mathira,Mathira East,Karatina Town,Operational,No,No,No,No,,Yes,Yes,No
10368,Jamii Hospital,Jamii Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,57,12,Nyeri,Mathira,Mathira East,Karatina Town,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No
10233,Gatundu District Hospital,Gatundu District Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,188,11,Kiambu,Gatundu South,Gatundu South,Ngenda,Operational,Yes,Yes,Yes,No,,Yes,Yes,No
10135,Dr Maina,Dr Maina,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Hospital,Operational,No,No,No,No,,Yes,Yes,No
12079,Ikumbo Dispensary,Ikumbo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Tharaka Nithi,Maara,Mwimbi,Ganga,Operational,No,No,No,No,,Yes,Yes,No
12377,Kivani Health Centre,Kivani Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,7,0,Makueni,Kaiti,Kaiti,Kee,Operational,No,No,Yes,No,,Yes,Yes,No
15417,Olmoran Health Centre,Olmoran Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Laikipia,Laikipia West,Laikipia West,Ol-moran,Operational,No,No,No,No,,Yes,Yes,No
10465,Kangari Health Centre,Kangari Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Muranga,Kigumo,Kigumo,Kangari,Operational,No,No,No,No,,Yes,Yes,No
10491,Karen Hospital Annex,Karen Hospital Annex,None,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,No,No,,Yes,Yes,No
11572,Marungu Health Centre,Marungu Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Voi,Voi,Marungu,Operational,No,No,No,No,,Yes,Yes,No
16083,Nyarotis Clinic,Nyarotis Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kakamega,Likuyani,Likuyani,Nzoia,Operational,No,No,No,No,,Yes,Yes,No
13590,Got Matar Health Center,Got Matar Health Centre,None,Level 3,Comprehensive health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Siaya,Bondo,Bondo,Yimbo East,Operational,No,No,No,No,,Yes,Yes,No
12643,New Ngei Road Nursing Home,New Ngei Road Nursing Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,16,2,Machakos,Machakos Town,Machakos,Machakos Central,Operational,Yes,No,Yes,No,,Yes,Yes,No
12481,Materi Girls Dispensary,Materi Girls Dispensary,None,Level 2,Dispensary,DISPENSARY,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Tharaka Nithi,Tharaka,Tharaka South,Chiakagira,Operational,No,No,No,No,,Yes,Yes,No
15375,Nyonjoro Medical centre,Nyonjoro Medical centre,None,Level 3,Medical Center,MEDICAL CENTER,Private Practice - Private Institution Academic,Private Practice,Nursing Council of Kenya (Private Practice),6,2,Nakuru,Nakuru Town East,Nakuru East,Menengai,Operational,No,No,No,No,,Yes,Yes,No
11856,Travellers Medical Clinic,Travellers Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Clinical Officers Council,0,0,Mombasa,Changamwe,Changamwe,Changamwe,Operational,No,No,Yes,No,,Yes,Yes,No
10529,Kiairegi Clinic,Kiairegi Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Muranga,Gatanga,Gatanga,Kariara,Operational,No,No,No,No,,Yes,Yes,No
16728,Chesirimion Dispensary,Chesirimion Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Baringo,Tiaty,Tiaty East,Loiyamorok,Operational,No,No,No,No,,Yes,Yes,No
15059,Lokichogio (AIC) Health Centre,Lokichogio (AIC) Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,10,2,Turkana,Turkana West,Turkana West,Lokichoggio,Operational,Yes,No,No,No,,Yes,Yes,No
10910,Ol Jororok Medical Clinic,Ol jororok Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nyandarua,Oljorook,Oljoroorok,Weru,Operational,No,No,No,No,,Yes,Yes,No
10180,Family Health Clinic (Mweiga),Family Health Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia West,Laikipia West,Rumuruti Township,Operational,No,No,No,No,,Yes,Yes,No
10863,Ngelelya Health Center,Ngelelya Health Center,None,Level 3,HEALTH CENTRE,None,Ministry of Health,Ministry of Health,Ministry of Health,6,0,Muranga,Gatanga,Gatanga,Ithanga,Operational,Yes,No,Yes,No,,Yes,Yes,No
11385,Garsen Health Centre,Garsen Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,11,0,Tana River,Garsen,Garsen,Garsen West,Operational,No,No,No,No,,Yes,Yes,No
14044,Riakworo Dispensary,Riakworo Dispensary,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,2,0,Nyamira,Kitutu Masaba,Masaba North,Gesima,Operational,No,No,Yes,No,,Yes,Yes,No
11262,Bughuta Health Centre,Bughuta Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Taita Taveta,Voi,Voi,Kasigau,Operational,Yes,No,Yes,No,,Yes,Yes,No
12514,Merti Health Centre,Merti Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,8,2,Isiolo,Isiolo North,Merti,Cherab,Operational,No,No,No,No,,Yes,Yes,No
10128,Dr Kimani Gicharo Clinic,Dr Kimani Gicharo Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Township,Operational,No,No,No,No,,Yes,Yes,No
13016,Kayole II Sub-District Hospital,Kayole II Sub-District Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,1,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,Yes,No,Yes,No,,Yes,Yes,No
13807,Migosi Sub County Hospital,Migosi Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,12,0,Kisumu,Kisumu Central,Kisumu Central,Migosi,Operational,Yes,No,Yes,No,,Yes,Yes,No
11464,Kibandaongo Dispensary,Kibandaongo Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Kwale,Kinango,Kinango,Kinango,Operational,No,No,No,No,,Yes,Yes,No
10728,Mihuti Dispensary (Muranga North),Mihuti Dispensary (Muranga North),None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Muranga,Mathioya,Mathioya,Gitugi,Operational,No,No,No,No,,Yes,Yes,No
14273,Burgei Dispensary,Burgei Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Bomet,Sotik,Sotik,Rongena/Manaret,Operational,No,No,No,No,,Yes,Yes,No
10081,Caritas Mariah,Caritas Mariah,None,Level 2,Dispensary,DISPENSARY,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,Kiambu,Thika Town,Thika Town,Kamenu,Operational,No,No,No,No,,Yes,Yes,No
10065,Bethsaida Clinic (Kirinyaga-Thiba),Bethsaida Clinic (Kirinyaga-Thiba),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kirinyaga,Mwea,Kirinyaga South,Tebere,Operational,No,No,No,No,,Yes,Yes,No
10036,Arcade Medical Clinic (Ruiru),Arcade Medical Clinic (Ruiru),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Nairobi,Kasarani,Kasarani,Mwiki,Operational,No,No,Yes,No,,Yes,Yes,No
16208,Bravo Medical Clinic (Marsabit),Bravo Medical Clinic (Marsabit),None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Nurse / Midwifery,Private Practice,Nursing Council of Kenya (Private Practice),0,0,Marsabit,Saku,Saku,Marsabit Central,Operational,No,No,No,No,,Yes,Yes,No
12724,Salama (Baptist) Nursing Home,Salama Baptist Nursing Home,None,Level 3,Basic Health Centre,HEALTH CENTRE,Other Faith Based,Faith Based Organization,Kenya MPDB,0,0,Makueni,Kilome,Kilome,Kima Kiu/Kalanzoni,Operational,No,Yes,Yes,No,,Yes,Yes,No
11484,Kipini Health Centre,Kipini Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,12,0,Tana River,Garsen,Garsen,Kipini East,Operational,Yes,No,No,No,,Yes,Yes,No
13191,EDARP Soweto Health Centre,Edarp Soweto Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Nairobi,Embakasi East,Embakasi East,Lower Savannah,Operational,No,No,No,No,,Yes,Yes,No
10582,Kiganjo Health Centre,Kiganjo Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,10,0,Nyeri,Nyeri Town,Nyeri Central,Kiganjo/Mathari,Operational,No,No,No,No,,Yes,Yes,No
10133,Dr M M Mburu Gynae / Obstretric Clinic,Dr M M Mburu Gynae / Obstretric Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,No,No,,Yes,Yes,No
10256,Gikui Health Centre,Gikui Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,0,0,Muranga,Kangema,Kangema,Muguru,Operational,No,No,No,No,,Yes,Yes,No
10898,Nyeri Health Care X Ray Clinic,Nyeri Health Care X ray Clinic,None,Level 2,Radiology Clinic,STAND ALONE,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,No,No,,Yes,Yes,No
13631,Iyabe sub county  Hospital (Kisii South),Iyabe Sub County Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,12,1,Kisii,Bonchari,Bonchari,Riana,Operational,Yes,No,Yes,No,,Yes,Yes,No
10120,Dr E Kanyi Dental Clinic,Dr E Kanyi Dental Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No
10781,Murinduko Health Centre,Murinduko Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,8,0,Kirinyaga,Mwea,Kirinyaga South,Murinduko,Operational,No,No,No,No,,Yes,Yes,No
10110,Difathas Health Centre,Difathas Health Centre,None,Level 3,Basic Health Centre,HEALTH CENTRE,Ministry of Health,Ministry of Health,Ministry of Health,5,1,Kirinyaga,Mwea,Kirinyaga South,Murinduko,Operational,Yes,No,Yes,No,,Yes,Yes,No
10250,Gichiche Medical Clinic,Gichiche Medical Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,0,0,Nyeri,Nyeri South,Nyeri South,Chinga,Operational,No,No,No,No,,Yes,Yes,No
15656,St Mary's Kalokol Primary Health Care Programme,St Mary's Kalokol Primary Health Care Programme,None,Level 2,Dispensary,DISPENSARY,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,0,0,Turkana,Turkana Central,Turkana Central,Kalokol,Operational,No,No,No,No,,Yes,Yes,No
11036,St James Medical Clinic (Kalimoni),St James Clinic,None,Level 2,Medical Clinic,MEDICAL CLINIC,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,Kiambu,Juja,Juja,Kalimoni,Operational,No,No,No,No,,Yes,Yes,No
13540,Ekerenyo Sub-District Hospital,Ekerenyo Sub-District Hospital,None,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,18,0,Nyamira,North Mugirango,Nyamira North,Ekerenyo,Operational,No,No,No,No,,Yes,Yes,No
11951,Boji Dispensary,Boji Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,2,0,Isiolo,Isiolo South,Garbatulla,Garba Tulla,Operational,No,No,Yes,No,,Yes,Yes,No
12584,Mutembuku Dispensary,Mutembuku Dispensary,None,Level 2,Dispensary,DISPENSARY,Ministry of Health,Ministry of Health,Ministry of Health,3,3,Makueni,Mbooni,Mbooni,Kalawa,Operational,No,No,No,No,,Yes,Yes,No
